Approved symbol	Status	Previous symbols	Alias symbols	RefSeq IDs	Ensembl ID(supplied by Ensembl)
SLC25A38	Approved		FLJ20551	NM_017875	ENSG00000144659
SLC25A38P1	Approved				ENSG00000229785
SLC25A39	Approved		FLJ22407, CGI-69	NM_016016	ENSG00000013306
SLC25A39P1	Approved				ENSG00000226148
SLC25A39P2	Approved				ENSG00000257016
SLC25A40	Approved		MCFP	NM_018843	ENSG00000075303
SLC25A41	Approved		FLJ40442, MGC34725, APC4	NM_173637	ENSG00000181240
SLC25A42	Approved		MGC26694	NM_178526	ENSG00000181035
SLC25A43	Approved			NM_145305	ENSG00000077713
SLC25A44	Approved		FLJ90431, KIAA0446	NM_014655	ENSG00000160785
SLC25A45	Approved			NM_182556	ENSG00000162241
SLC25A46	Approved			NM_138773	ENSG00000164209
SLC25A47	Approved	C14orf68	HDCMP		ENSG00000140107
SLC25A47P1	Approved				ENSG00000254799
SLC25A48	Approved		FLJ44862	NM_145282	ENSG00000145832
SLC25A48-AS1	Approved	LINC01959		NR_027127	ENSG00000251045
SLC25A51	Approved	MCART1	MGC14836, CG7943	NM_033412	ENSG00000122696
SLC25A51P1	Approved	MCART3P	bA707M13.1	NR_026540	ENSG00000220483
SLC25A51P2	Approved	MCART4P			ENSG00000263716
SLC25A51P3	Approved	MCART5P		NG_009213	ENSG00000254181
SLC25A51P4	Approved			NR_026541	ENSG00000189332
SLC25A52	Approved	MCART2		NM_001034172	ENSG00000141437
SLC25A53	Approved	MCART6		NM_001012755	ENSG00000269743
SLC25A53P1	Approved			NG_022686	ENSG00000230312
SLC26A1	Approved		SAT-1, EDM4	NM_022042, NM_134425	ENSG00000145217
SLC26A2	Approved	DTD	DTDST	NM_000112	ENSG00000155850
SLC26A3	Approved	DRA, CLD		NM_000111	ENSG00000091138
SLC26A4	Approved	DFNB4	PDS	NM_000441	ENSG00000091137
SLC26A4-AS1	Approved			NR_028137	ENSG00000233705
SLC26A5	Approved	PRES	DFNB61	NM_198999	ENSG00000170615
SLC26A5-AS1	Approved			NR_110141	
SLC26A6	Approved		DKFZp586E1422	NM_022911	ENSG00000225697
SLC26A7	Approved		SUT2		ENSG00000147606
SLC26A8	Approved				ENSG00000112053
SLC26A9	Approved			NM_052934	ENSG00000174502
SLC26A9-AS1	Approved			NR_110983	
SLC26A10	Approved				ENSG00000135502
SLC26A11	Approved				ENSG00000181045
SLC27A1	Approved		FATP1, FATP, MGC71751, FLJ00336, ACSVL5	NM_198580	ENSG00000130304
SLC27A2	Approved	FACVL1	FATP2, hFACVL1, VLACS, VLCS, HsT17226, ACSVL1	NM_003645	ENSG00000140284
SLC27A3	Approved		FATP3, MGC4365, ACSVL3	NM_024330	ENSG00000143554
SLC27A4	Approved		FATP4, ACSVL4		ENSG00000167114
SLC27A5	Approved		FATP5, VLACSR, VLCS-H2, VLCSH2, FACVL3, FLJ22987, ACSVL6, ACSB	NM_012254	ENSG00000083807
SLC27A6	Approved		FATP6, VLCS-H1, FACVL2, ACSVL2	NM_014031	ENSG00000113396
SLC28A1	Approved		CNT1		ENSG00000156222
SLC28A2	Approved		CNT2, SPNT1, HCNT2, HsT17153	NM_004212	ENSG00000137860
SLC28A2-AS1	Approved			NR_120335	ENSG00000259520
SLC28A3	Approved		CNT3	NM_022127	ENSG00000197506
SLC29A1	Approved	ENT1			ENSG00000112759
SLC29A2	Approved	ENT2, HNP36	DER12	NM_001532	ENSG00000174669
SLC29A3	Approved		ENT3, FLJ11160	NM_018344	ENSG00000198246
SLC29A4	Approved		FLJ34923, ENT4	NM_153247	ENSG00000164638
SLC29A4P1	Approved				ENSG00000214668
SLC29A4P2	Approved				ENSG00000214660
SLC30A1	Approved	ZNT1	ZRC1		ENSG00000170385
SLC30A2	Approved	ZNT2		NM_032513	ENSG00000158014
SLC30A3	Approved	ZNT3			ENSG00000115194
SLC30A4	Approved	ZNT4			ENSG00000104154
SLC30A5	Approved		ZTL1, ZnT-5, FLJ12496, FLJ12756, ZNT5, MGC5499, ZNTL1		ENSG00000145740
SLC30A6	Approved		FLJ31101, ZNT6		ENSG00000152683
SLC30A6-DT	Approved				ENSG00000272716
SLC30A6P1	Approved			NG_023601	ENSG00000232277
SLC30A7	Approved		ZnTL2, ZNT7	NM_133496	ENSG00000162695
SLC30A8	Approved		ZnT-8, ZNT8	NM_173851	ENSG00000164756
SLC30A9	Approved	C4orf1	HUEL, ZNT9, GAC63		ENSG00000014824
SLC30A10	Approved		DKFZp547M236, ZnT-10, ZRC1, ZNT8	NM_018713	ENSG00000196660
SLC31A1	Approved	COPT1	hCTR1, CTR1	NM_001859	ENSG00000136868
SLC31A1P1	Approved	SLC31A1P	CTR1psi		ENSG00000224426
SLC31A2	Approved	COPT2	hCTR2, CTR2	NM_001860	ENSG00000136867
SLC32A1	Approved	VIAAT	VGAT, bA122O1.1	NM_080552	ENSG00000101438
SLC33A1	Approved	ACATN, SPG42	AT-1, AT1	NM_004733	ENSG00000169359
SLC34A1	Approved	NPT2, SLC17A2	NAPI-3, NPTIIa, SLC11	NM_003052	ENSG00000131183
SLC34A2	Approved		NAPI-3B	NM_006424	ENSG00000157765
SLC34A3	Approved		NPTIIc, FLJ38680	NM_080877	ENSG00000198569
SLC35A1	Approved		CMPST, hCST		ENSG00000164414
SLC35A2	Approved	UGALT	UGAT, UGT, UGT1, UGT2, UGTL	NM_005660	ENSG00000102100
SLC35A3	Approved			NM_012243	ENSG00000117620
SLC35A4	Approved			NM_080670	ENSG00000176087
SLC35A5	Approved		FLJ20730	NM_017945	ENSG00000138459
SLC35B1	Approved		UGTREL1, AXER	NM_005827	ENSG00000121073
SLC35B2	Approved		UGTrel4		ENSG00000157593
SLC35B3	Approved	C6orf196	CGI-19, dJ453H5.1, PAPST2	NM_015948	ENSG00000124786
SLC35B4	Approved		FLJ14697, YEA4	NM_032826	ENSG00000205060
SLC35C1	Approved		FUCT1, FLJ11320	NM_018389	ENSG00000181830
SLC35C2	Approved	C20orf5, OVCOV1	CGI-15, bA394O2.1	NM_015945	ENSG00000080189
SLC35C2P1	Approved			NG_022585	ENSG00000223498
SLC35D1	Approved		UGTREL7, KIAA0260	NM_015139	ENSG00000116704
SLC35D2	Approved		UGTrel8, SQV7L		ENSG00000130958
SLC35D3	Approved	FRCL1		NM_001008783	ENSG00000182747
SLC35E1	Approved		FLJ14251	NM_024881	ENSG00000127526
SLC35E1P1	Approved				ENSG00000238286
SLC35E2A	Approved	SLC35E2	KIAA0447	NM_182838	ENSG00000215790
SLC35E2B	Approved				ENSG00000189339
SLC35E3	Approved		BLOV1	NM_018656	ENSG00000175782
SLC35E4	Approved			NM_001001479	ENSG00000100036
SLC35F1	Approved	C6orf169	dJ230I3.1	NM_001029858	ENSG00000196376
SLC35F2	Approved		FLJ13018	NM_017515	ENSG00000110660
SLC35F3	Approved		FLJ37712	NM_173508	ENSG00000183780
SLC35F3-AS1	Approved				ENSG00000236244
SLC35F4	Approved	C14orf36	FLJ37712	NM_001306087	ENSG00000151812
SLC35F5	Approved		FLJ22004	NM_025181	ENSG00000115084
SLC35F6	Approved	C2orf18	FLJ20555, ANT2BP, TANGO9	NM_017877	ENSG00000213699
SLC35G1	Approved	TMEM20	FLJ33990, C10orf60	NM_153226	ENSG00000176273
SLC35G2	Approved	TMEM22	MGC3295, DKFZp564K2464	NM_025246	ENSG00000168917
SLC35G3	Approved	TMEM21A, AMAC1	FLJ40154	NM_152462	ENSG00000164729
SLC35G4	Approved	AMAC1L1, SLC35G4P		NM_001282300	ENSG00000236396
SLC35G5	Approved	AMAC, AMAC1L2		NM_054028	ENSG00000177710
SLC35G6	Approved	TMEM21B, AMAC1L3		NM_001102614	ENSG00000259224
SLC36A1	Approved		LYAAT-1, PAT1, TRAMD3	NM_078483	ENSG00000123643
SLC36A2	Approved		PAT2, tramdorin, TRAMD1		ENSG00000186335
SLC36A3	Approved		PAT3, TRAMD2, tramdorin2	NM_181774	ENSG00000186334
SLC36A4	Approved		PAT4, FLJ38932		ENSG00000180773
SLC37A1	Approved				ENSG00000160190
SLC37A2	Approved		FLJ00171	NM_198277	ENSG00000134955
SLC37A3	Approved		DKFZp761N0624	NM_032295	ENSG00000157800
SLC37A4	Approved	G6PT1, G6PT2, G6PT3	GSD1b, GSD1c, GSD1d	NM_001467	ENSG00000137700
SLC38A1	Approved		ATA1, NAT2, SAT1		ENSG00000111371
SLC38A2	Approved		SAT2, ATA2, KIAA1382, SNAT2		ENSG00000134294
SLC38A2-AS1	Approved				ENSG00000258096
SLC38A3	Approved		G17, SN1	NM_006841	ENSG00000188338
SLC38A4	Approved		PAAT, NAT3, ATA3		ENSG00000139209
SLC38A5	Approved		SN2, JM24	NM_033518	ENSG00000017483
SLC38A6	Approved		NAT-1		ENSG00000139974
SLC38A7	Approved		FLJ10815	NM_018231	ENSG00000103042
SLC38A8	Approved			NM_001080442	ENSG00000166558
SLC38A9	Approved		FLJ90709	NM_173514	ENSG00000177058
SLC38A10	Approved		MGC15523, PP1744	NM_138570	ENSG00000157637
SLC38A11	Approved		FLJ39822, AVT2	NM_173512	ENSG00000169507
SLC39A1	Approved	ZIRTL	ZIP1	NM_014437	ENSG00000143570
SLC39A2	Approved		ZIP2	NM_014579	ENSG00000165794
SLC39A3	Approved		ZIP3		ENSG00000141873
SLC39A4	Approved	AEZ	ZIP4, AWMS2		ENSG00000147804
SLC39A5	Approved			NM_173596	ENSG00000139540
SLC39A6	Approved		LIV-1		ENSG00000141424
SLC39A7	Approved	HKE4	H2-KE4, D6S2244E, KE4, RING5, ZIP7	NM_006979	ENSG00000112473
SLC39A8	Approved		BIGM103	NM_022154	ENSG00000138821
SLC39A9	Approved		FLJ11274	NM_018375	ENSG00000029364
SLC39A10	Approved		KIAA1265, FLJ90515, DKFZp564L2123	NM_001127257	ENSG00000196950
SLC39A11	Approved	C17orf26			ENSG00000133195
SLC39A12	Approved		FLJ30499	NM_152725	ENSG00000148482
SLC39A12-AS1	Approved			NR_038419	ENSG00000226083
SLC39A13	Approved		FLJ25785	NM_152264	ENSG00000165915
SLC39A14	Approved		KIAA0062, NET34, ZIP14	NM_001128431	ENSG00000104635
SLC40A1	Approved	SLC11A3	MTP1, IREG1, FPN1, HFE4		ENSG00000138449
SLC41A1	Approved		MgtE		ENSG00000133065
SLC41A2	Approved		DKFZP434K0427	NM_032148	ENSG00000136052
SLC41A3	Approved		FLJ20473	NM_017836	ENSG00000114544
SLC41A3-AS1	Approved				ENSG00000250012
SLC43A1	Approved	POV1	R00504, PB39	NM_003627	ENSG00000149150
SLC43A2	Approved		MGC34680	NM_152346	ENSG00000167703
SLC43A3	Approved		SEEEG-1, Eeg1, DKFZp762A227, FOAP-13, PRO1659	NM_017611	ENSG00000134802
SLC44A1	Approved	CDW92	CDw92, CTL1, CHTL1, CD92	NM_080546	ENSG00000070214
SLC44A2	Approved		CTL2		ENSG00000129353
SLC44A3	Approved		MGC45474, CTL3	NM_152369	ENSG00000143036
SLC44A3-AS1	Approved	LINC01057		NR_104131	ENSG00000224081
SLC44A3P1	Approved			NG_023755	ENSG00000232658
SLC44A4	Approved	C6orf29	NG22, CTL4, FLJ14491, TPPT, DFNA72		ENSG00000204385
SLC44A5	Approved		MGC34032, CTL5	NM_152697	ENSG00000137968
SLC45A1	Approved	DNB5			ENSG00000162426
SLC45A2	Approved	MATP	AIM-1, OCA4	NM_016180	ENSG00000164175
SLC45A3	Approved	PCANAP6, PCANAP2, PCANAP8	IPCA-6, prostein, IPCA-2, IPCA-8	NM_033102	ENSG00000158715
SLC45A4	Approved		KIAA1126	NM_001286646	ENSG00000022567
SLC46A1	Approved		HCP1, MGC9564, PCFT	NM_080669	ENSG00000076351
SLC46A2	Approved	TSCOT	Ly110	NM_033051	ENSG00000119457
SLC46A3	Approved		DKFZp686A1775, FLJ42613	NM_181785	ENSG00000139508
SLC47A1	Approved		FLJ10847, MATE1	NM_018242	ENSG00000142494
SLC47A1P1	Approved				ENSG00000228983
SLC47A1P2	Approved				ENSG00000231625
SLC47A2	Approved		FLJ31196, MATE2, MATE2-K	NM_152908	ENSG00000180638
SLC48A1	Approved		FLJ20489, hHRG-1, HRG1	NM_017842	ENSG00000211584
SLC49A3	Approved	MFSD7	FLJ22269, LP2561	NM_032219	ENSG00000169026
SLC49A4	Approved	DIRC2	FLJ14784, RCC4	NM_032839	ENSG00000138463
SLC50A1	Approved	RAG1AP1	SCP, RP11-540D14.5, slv, RZPDo834D038D, HsSWEET1, SWEET1	NM_018845	ENSG00000169241
SLC51A	Approved		OSTalpha	NM_152672	ENSG00000163959
SLC51B	Approved		OSTbeta	NM_178859	ENSG00000186198
SLC52A1	Approved	GPR172B	FLJ10060, GPCR42, PAR2, hRFT1, RFVT1	NM_017986	ENSG00000132517
SLC52A2	Approved	GPR172A	FLJ11856, PAR1, GPCR41, D15Ertd747e, RFVT2, hRFT3	NM_024531	ENSG00000185803
SLC52A3	Approved	C20orf54	bA371L19.1, hRFT2, RFVT3	NM_033409	ENSG00000101276
SLC66A1	Approved	PQLC2	FLJ20320, LAAT-1, LAAT1	NM_017765	ENSG00000040487
SLC66A1L	Approved	C3orf55, PQLC2L		NM_001130002	ENSG00000174899
SLC66A2	Approved	PQLC1	FLJ22378	NM_025078	ENSG00000122490
SLC66A2P1	Approved	PQLC1P1			ENSG00000231763
SLC66A2P2	Approved	PQLC1P2			
SLC66A3	Approved	C2orf22, PQLC3	MGC33602	NM_152391	ENSG00000162976
SLCO1A2	Approved	SLC21A3	OATP, OATP1A2, OATP-A	NM_021094	ENSG00000084453
SLCO1B1	Approved	SLC21A6	OATP-C, LST-1, OATP1B1	NM_006446	ENSG00000134538
SLCO1B3	Approved	SLC21A8	OATP8, OATP1B3	NM_019844	ENSG00000111700
SLCO1B3-SLCO1B7	Approved		OATP1B3-1B7, LST-3TM12	NM_001371097	ENSG00000257046
SLCO1B7	Approved		LST3, SLC21A21	NM_001009562	ENSG00000205754
SLCO1C1	Approved	SLC21A14	OATP-F, OATP1C1, OATP1	NM_017435	ENSG00000139155
SLCO2A1	Approved	SLC21A2, MATR1	PGT, OATP2A1	NM_005630	ENSG00000174640
SLCO2B1	Approved	SLC21A9	OATP-B, OATP2B1	NM_007256	ENSG00000137491
SLCO3A1	Approved	SLC21A11	OATP-D, OATP3A1	NM_013272	ENSG00000176463
SLCO4A1	Approved	SLC21A12	OATP-E, OATP4A1	NM_016354	ENSG00000101187
SLCO4A1-AS1	Approved				ENSG00000232803
SLCO4A1-AS2	Approved				
SLCO4C1	Approved		SLC21A20, OATP4C1, OATPX, OATP-H	NM_180991	ENSG00000173930
SLCO5A1	Approved	SLC21A15	OATPRP4, OATP-J, OATP5A1	NM_030958	ENSG00000137571
SLCO5A1-AS1	Approved				ENSG00000246528
SLCO6A1	Approved		OATP6A1, OATPY, MGC26949, CT48	NM_173488	ENSG00000205359
SLEB1	Symbol Withdrawn				
SLEB2	Symbol Withdrawn		hSLE1		
SLEB3	Entry Withdrawn				
SLEH1	Entry Withdrawn				
SLEN1	Entry Withdrawn				
SLEN2	Entry Withdrawn				
SLEN3	Entry Withdrawn				
SLEV1	Symbol Withdrawn		VAMAS1		
SLF1	Approved	BRCTD1, ANKRD32	DKFZp761C121, DKFZp564C0469, BRCTx	NM_032290	ENSG00000133302
SLF2	Approved	C10orf6, FAM178A	FLJ10512, FLJ25012		ENSG00000119906
SLFN5	Approved		MGC19764	NM_144975	ENSG00000166750
SLFN11	Approved		FLJ34922	NM_152270	ENSG00000172716
SLFN12	Approved		FLJ10260	NM_018042	ENSG00000172123
SLFN12L	Approved			NM_001195790	ENSG00000205045
SLFN13	Approved		FLJ31952	NM_144682	ENSG00000154760
SLFN14	Approved			NM_001129820	ENSG00000236320
SLFNL1	Approved		FLJ23878	NM_144990	ENSG00000171790
SLFNL1-AS1	Approved			NR_037868	ENSG00000281207
SLIL1	Symbol Withdrawn				
SLIL2	Symbol Withdrawn				
SLIL3	Symbol Withdrawn				
SLIRP	Approved	C14orf156	DC50	NM_031210	ENSG00000119705
SLIRPP1	Approved			NG_030164	ENSG00000227505
SLIRPP2	Approved			NG_032809	ENSG00000249277
SLIT1	Approved	SLIL1	MEGF4, Slit-1, SLIT3	NM_003061	ENSG00000187122
SLIT1-AS1	Approved			NR_038330	ENSG00000234855
SLIT2	Approved	SLIL3	Slit-2		ENSG00000145147
SLIT2-IT1	Approved				ENSG00000248228
SLIT3	Approved	SLIL2	slit2, MEGF5, SLIT1, Slit-3	NM_003062	ENSG00000184347
SLIT3-AS1	Approved			NR_109897	ENSG00000248222
SLIT3-AS2	Approved			NR_130737	ENSG00000254042
SLITRK1	Approved	LRRC12	KIAA1910	NM_052910	ENSG00000178235
SLITRK2	Approved	SLITL1, TMEM257, CXorf1	KIAA1854, CXorf2	NM_032539	ENSG00000185985
SLITRK3	Approved		KIAA0848	NM_014926	ENSG00000121871
SLITRK4	Approved		DKFZp547M2010	NM_173078	ENSG00000179542
SLITRK5	Approved	LRRC11	bA364G4.2, KIAA0918		ENSG00000165300
SLITRK6	Approved		FLJ22774	NM_032229	ENSG00000184564
SLK	Approved		STK2, se20-9, KIAA0204	NM_014720	ENSG00000065613
SLMAP	Approved		SLAP, KIAA1601	NM_007159	ENSG00000163681
SLN	Approved		MGC12301, MGC125854, MGC125855	NM_003063	ENSG00000170290
SLO	Symbol Withdrawn				
SLOS	Symbol Withdrawn				
SLPI	Approved		HUSI-I, ALK1, ALP, BLPI, HUSI, WAP4, WFDC4		ENSG00000124107
SLS	Symbol Withdrawn				
SLTM	Approved		Met, FLJ13213	NM_024755	ENSG00000137776
SLU7	Approved		9G8	NM_006425	ENSG00000164609
SLURP1	Approved		ARS, ANUP, MDM, ArsB, LY6LS, LY6-MT	NM_020427	ENSG00000126233
SLURP2	Approved			NM_177458	ENSG00000283992
SLX1A	Approved	GIYD1		NM_001014999	ENSG00000132207
SLX1A-SULT1A3	Approved				ENSG00000213599
SLX1B	Approved	GIYD2	MGC5178	NM_024044	ENSG00000181625
SLX1B-SULT1A4	Approved				ENSG00000260280
SLX4	Approved	BTBD12	KIAA1784, KIAA1987, FANCP	NM_032444	ENSG00000188827
SLX4IP	Approved	C20orf94	dJ1099D15.3	NM_001009608	ENSG00000149346
SLX9	Approved	C21orf70, FAM207A	PRED56	NM_058190	ENSG00000160256
SMA@	Symbol Withdrawn	SMA, SMA@			
SMA#	Entry Withdrawn				
SMAC3L	Symbol Withdrawn		SMA3-L		
SMAC3L2	Symbol Withdrawn		bA239L20.1		
SMAD1	Approved	MADH1	MADR1, JV4-1	NM_005900	ENSG00000170365
SMAD1-AS1	Approved		ENST00000513542		ENSG00000250902
SMAD1-AS2	Approved				ENSG00000250582
SMAD2	Approved	MADH2	MADR2, JV18-1	NM_005901	ENSG00000175387
SMAD3	Approved	MADH3	JV15-2, HsT17436	NM_005902	ENSG00000166949
SMAD4	Approved	MADH4	DPC4	NM_005359	ENSG00000141646
SMAD5	Approved	MADH5	Dwfc, JV5-1	NM_005903	ENSG00000113658
SMAD5-AS1	Approved	SMAD5OS	DAMS		ENSG00000164621
SMAD6	Approved	MADH7, MADH6	HsT17432	NM_005585	ENSG00000137834
SMAD7	Approved	MADH8, MADH7		NM_005904	ENSG00000101665
SMAD9	Approved	MADH6, MADH9	SMAD8, SMAD8/9	NM_005905	ENSG00000120693
SMAD9-IT1	Approved	SMAD9-AS1			ENSG00000236711
SMAGP	Approved		MGC149453, MGC149454, hSMAGP	NM_020467	ENSG00000170545
SMAN1	Entry Withdrawn				
SMAP1	Approved		FLJ13159, SMAP-1	NM_001044305	ENSG00000112305
SMAP2	Approved	SMAP1L		NM_022733	ENSG00000084070
SMARCA1	Approved	SNF2L1, SNF2L	SNF2LB, NURF140, ISWI, SWI, hSNF2L	NM_003069	ENSG00000102038
SMARCA2	Approved	SNF2L2	BAF190, hSNF2a, hBRM, Sth1p, SNF2LA, BRM, SNF2, SWI2	NM_003070	ENSG00000080503
SMARCA2-AS1	Approved				
SMARCA4	Approved	SNF2L4	hSNF2b, BRG1, BAF190, SNF2, SWI2, SNF2-BETA, SNF2LB, FLJ39786	NM_003072	ENSG00000127616
SMARCA5	Approved		hSNF2H, hISWI, ISWI		ENSG00000153147
SMARCA5-AS1	Approved				ENSG00000245112
SMARCAD1	Approved		ETL1, DKFZP762K2015, KIAA1122, DKFZp762K2015	NM_020159	ENSG00000163104
SMARCAD1-DT	Approved			NR_125922	ENSG00000246541
SMARCAL1	Approved		HHARP, HARP		ENSG00000138375
SMARCAL1-AS1	Approved				ENSG00000235042
SMARCB1	Approved	SNF5L1	BAF47, Ini1, INI-1, Snr1, hSNFS, Sfh1p, RDT, PPP1R144, SNF5	NM_003073	ENSG00000099956
SMARCC1	Approved		BAF155, SRG3, Rsc8, CRACC1		ENSG00000173473
SMARCC2	Approved		BAF170, Rsc8, CRACC2		ENSG00000139613
SMARCD1	Approved		BAF60A, Rsc6p, CRACD1	NM_003076	ENSG00000066117
SMARCD2	Approved		BAF60B, Rsc6p, CRACD2, PRO2451	NM_001098426	ENSG00000108604
SMARCD3	Approved		BAF60C, Rsc6p, CRACD3	NM_001003801	ENSG00000082014
SMARCE1	Approved		BAF57	NM_003079	ENSG00000073584
SMARCE1P1	Approved				ENSG00000225215
SMARCE1P2	Approved				ENSG00000226309
SMARCE1P3	Approved				ENSG00000259102
SMARCE1P4	Approved				ENSG00000253650
SMARCE1P5	Approved				ENSG00000230793
SMARCE1P6	Approved				ENSG00000214465
SMARCE1P7	Approved				ENSG00000270973
SMBD1P	Approved				ENSG00000283426
SMC1A	Approved	SMC1L1	DXS423E, KIAA0178, SB1.8, Smcb	NM_006306	ENSG00000072501
SMC1B	Approved	SMC1L2	bK268H5	NM_148674	ENSG00000077935
SMC2	Approved	SMC2L1	hCAP-E, CAP-E		ENSG00000136824
SMC2-DT	Approved	SMC2-AS1			ENSG00000270332
SMC3	Approved	CSPG6	HCAP, BAM, SMC3L1, bamacan	NM_005445	ENSG00000108055
SMC3P1	Approved			NG_005084	ENSG00000231822
SMC4	Approved	SMC4L1	hCAP-C, CAP-C		ENSG00000113810
SMC4P1	Approved				ENSG00000229568
SMC5	Approved	SMC5L1	KIAA0594	NM_015110	ENSG00000198887
SMC5-DT	Approved	SMC5-AS1	MAMDC2-AS2	NR_039990	ENSG00000268364
SMC6	Approved	SMC6L1	FLJ22116	NM_024624	ENSG00000163029
SMCHD1	Approved		KIAA0650, FSHD2		ENSG00000101596
SMCO1	Approved	C3orf43	FLJ41923, DKFZp313B0440	NM_001320473	ENSG00000214097
SMCO2	Approved	C12orf70	LOC341346	NM_001145010	ENSG00000165935
SMCO3	Approved	C12orf69	LOC440087	NM_001013698	ENSG00000179256
SMCO4	Approved	C11orf75	FN5	NM_020179	ENSG00000166002
SMCO4P1	Approved				ENSG00000267384
SMCP	Approved	MCSP		NM_030663	ENSG00000163206
SMCR	Symbol Withdrawn		SMS		
SMCR2	Approved			NR_131243	ENSG00000223979
SMCR3	Entry Withdrawn				
SMCR4	Entry Withdrawn				
SMCR5	Approved		NCRNA00034	NR_024007	ENSG00000226746
SMCR6	Entry Withdrawn				
SMCR8	Approved		FLJ34716, DENND8A	NM_144775	ENSG00000176994
SMCR9	Entry Withdrawn				
SMDT1	Approved	C22orf32	dJ186O1.1, DDDD, EMRE	NM_033318	ENSG00000183172
SMG1	Approved		LIP, KIAA0421, ATX	NM_015092	ENSG00000157106
SMG1-DT	Approved				ENSG00000260352
SMG1P1	Approved			NR_027154	ENSG00000237296
SMG1P2	Approved				ENSG00000205534
SMG1P3	Approved				ENSG00000180747
SMG1P4	Approved				ENSG00000185710
SMG1P5	Approved				ENSG00000183604
SMG1P6	Approved				ENSG00000254634
SMG1P7	Approved				ENSG00000261556
SMG5	Approved		KIAA1089, LPTS-RP1, LPTSRP1, RP11-54H19.7, SMG-5, EST1B	NM_015327	ENSG00000198952
SMG6	Approved	C17orf31	KIAA0732, SMG-6, EST1A		ENSG00000070366
SMG6-IT1	Approved	C17orf6			ENSG00000278941
SMG7	Approved	C1orf16	KIAA0250, EST1C, SGA56M, SMG-7	NM_014837	ENSG00000116698
SMG7-AS1	Approved		DKFZP564C196	NR_040063	ENSG00000232860
SMG8	Approved	C17orf71	FLJ10587, FLJ23205	NM_018149	ENSG00000167447
SMG9	Approved	C19orf61	FLJ12886	NM_019108	ENSG00000105771
SMILR	Approved			NR_131202	ENSG00000255364
SMIM1	Approved		Vel	NM_001163724	ENSG00000235169
SMIM2	Approved	C13orf44	MGC5590		ENSG00000139656
SMIM2-AS1	Approved	C13orf44-AS1			ENSG00000227258
SMIM2-IT1	Approved	C13orf44-IT1			ENSG00000235285
SMIM3	Approved	C5orf62	MSTP150, NID67	NM_032947	ENSG00000256235
SMIM4	Approved	C3orf78		NM_001124767	ENSG00000168273
SMIM5	Approved	C17orf109		NM_001162995	ENSG00000204323
SMIM6	Approved	C17orf110	ELN	NM_001162997	ENSG00000259120
SMIM7	Approved	C19orf42	MGC2747	NM_024104	ENSG00000214046
SMIM7P1	Approved			NG_030137	ENSG00000196085
SMIM8	Approved	C6orf162	DKFZP586E1923, dJ102H19.2	NM_020425	ENSG00000111850
SMIM9	Approved	CXorf68		NM_001162936	ENSG00000203870
SMIM10	Approved	CXorf69		NM_001163438	ENSG00000184785
SMIM10L1	Approved			NM_001271592	ENSG00000256537
SMIM10L2A	Approved	NCRNA00086, LINC00086	MGC39606, LED, LINC0086		ENSG00000178947
SMIM10L2B	Approved	NCRNA00087, LINC00087	RP11-85L21.2		ENSG00000196972
SMIM10L2B-AS1	Approved		ENST00000453528		ENSG00000228372
SMIM11	Approved	C21orf51, FAM165B, SMIM11A		NM_058182	ENSG00000205670
SMIM11B	Entry Withdrawn				
SMIM11P1	Approved	C6orf161, FAM165A	bA33E24.4	NG_012759	ENSG00000198738
SMIM12	Approved	C1orf212	FLJ90372	NM_138428	ENSG00000163866
SMIM12-AS1	Entry Withdrawn				
SMIM12P1	Approved				ENSG00000271284
SMIM13	Approved	C6orf228		NM_001135575	ENSG00000224531
SMIM14	Approved	C4orf34	FLJ13289	NM_174921	ENSG00000163683
SMIM14-DT	Approved				ENSG00000255458
SMIM15	Approved	C5orf43	DKFZP686E2158	NM_001048249	ENSG00000188725
SMIM15-AS1	Approved			NR_109908	ENSG00000251279
SMIM15P1	Approved				ENSG00000270280
SMIM15P2	Approved				ENSG00000270326
SMIM17	Approved			NM_001193628	ENSG00000268182
SMIM18	Approved			NM_001206847	ENSG00000253457
SMIM19	Approved	C8orf40		NM_138436	ENSG00000176209
SMIM20	Approved	C4orf52	PNX, MITRAC7	NM_001145432	ENSG00000250317
SMIM21	Approved	C18orf62		NM_001037331	ENSG00000206026
SMIM22	Approved		CASIMO1	NM_001253790	ENSG00000267795
SMIM23	Approved	C5orf50	LOC644994		ENSG00000185662
SMIM24	Approved	C19orf77	HSPC323	NM_001136503	ENSG00000095932
SMIM26	Approved	LINC00493	LOC388789	NM_001348957	ENSG00000232388
SMIM27	Approved	C9orf133, TOPORS-AS1		NM_001349118	ENSG00000235453
SMIM28	Approved				ENSG00000262543
SMIM29	Approved	C6orf1	LBH, MGC57858		ENSG00000186577
SMIM30	Approved	LINC00998		NM_001352687	ENSG00000214194
SMIM31	Approved	LINC01207			ENSG00000248771
SMIM32	Approved			NM_001350994	ENSG00000271824
SMIM33	Approved				ENSG00000283288
SMIM34	Approved	SMIM34A			ENSG00000243627
SMIM34B	Entry Withdrawn				
SMIM35	Approved	TMPRSS4-AS1		NM_001354434	ENSG00000255274
SMIM36	Approved				ENSG00000261873
SMIM38	Approved				ENSG00000284713
SMIM39	Approved				ENSG00000284479
SMIM40	Approved				ENSG00000286920
SMIM41	Approved				ENSG00000284791
